txn_id,customer_id,account_id,txn_date,amount,txn_type,merchant_category,device,ml_score,ml_flag,explain_top
TXN100215,1155,AC141950,2025-08-24 18:05:46,143403.75,1,4,0,0.995,1,"[[""hour"", -0.0070412656096831205], [""amount"", -0.47289849880252127], [""hour"", -0.0070412656096831205], [""amount"", -0.47289849880252127], [""hour"", -0.0070412656096831205], [""amount"", -0.47289849880252127]]"
TXN100413,1155,AC181659,2025-08-25 08:10:20,33341.73,1,3,2,0.0,0,"[[""amount"", 0.4471725654079317], [""hour"", 0.00655076728361831], [""amount"", 0.4471725654079317], [""hour"", 0.00655076728361831], [""amount"", 0.4471725654079317], [""hour"", 0.00655076728361831]]"
TXN101513,1155,AC164125,2025-09-27 17:34:20,191227.58,0,5,1,0.965,1,"[[""hour"", -0.009760339854596341], [""amount"", -0.47995388430700775], [""hour"", -0.009760339854596341], [""amount"", -0.47995388430700775], [""hour"", -0.009760339854596341], [""amount"", -0.47995388430700775]]"
TXN101212,1156,AC199476,2025-07-03 00:56:55,131633.45,1,4,0,0.995,1,"[[""hour"", -0.010815392440942106], [""amount"", -0.4646947548405302], [""hour"", -0.010815392440942106], [""amount"", -0.4646947548405302], [""hour"", -0.010815392440942106], [""amount"", -0.4646947548405302]]"
TXN100692,1156,AC112856,2025-08-16 18:08:54,212633.44,0,4,1,0.985,1,"[[""hour"", -0.0027391835845873374], [""amount"", -0.4647250426498037], [""hour"", -0.0027391835845873374], [""amount"", -0.4647250426498037], [""hour"", -0.0027391835845873374], [""amount"", -0.4647250426498037]]"
TXN101523,1156,AC133850,2025-08-28 04:01:30,194211.75,1,0,2,1.0,1,"[[""hour"", -0.001899482986434271], [""amount"", -0.4801855640982219], [""hour"", -0.001899482986434271], [""amount"", -0.4801855640982219], [""hour"", -0.001899482986434271], [""amount"", -0.4801855640982219]]"
TXN101132,1156,AC128838,2025-09-11 01:51:48,177794.6,1,2,1,0.99,1,"[[""hour"", -0.010845991233212235], [""amount"", -0.4643060662040531], [""hour"", -0.010845991233212235], [""amount"", -0.4643060662040531], [""hour"", -0.010845991233212235], [""amount"", -0.4643060662040531]]"
TXN101482,1157,AC111387,2025-07-07 17:14:56,72591.97,1,4,2,0.01,0,"[[""hour"", 0.005867550032616023], [""amount"", 0.4699669379318155], [""amount"", 0.4699669379318155], [""hour"", 0.005867550032616023], [""amount"", 0.4699669379318155], [""hour"", 0.005867550032616023]]"
TXN101954,1157,AC117890,2025-09-25 18:09:23,135104.43,1,5,2,0.995,1,"[[""hour"", -0.006391847771298846], [""amount"", -0.453648956161252], [""hour"", -0.006391847771298846], [""amount"", -0.453648956161252], [""hour"", -0.006391847771298846], [""amount"", -0.453648956161252]]"
TXN100815,1158,AC105979,2025-08-16 23:47:32,59890.91,1,3,0,0.03,0,"[[""amount"", 0.462897674363511], [""hour"", -0.00901195173239577], [""hour"", -0.00901195173239577], [""amount"", 0.462897674363511], [""amount"", 0.462897674363511], [""hour"", -0.00901195173239577]]"
TXN101738,1160,AC155182,2025-07-03 13:20:01,182222.33,1,7,1,1.0,1,"[[""hour"", -0.006875025134915338], [""amount"", -0.45263734488942586], [""hour"", -0.006875025134915338], [""amount"", -0.45263734488942586], [""hour"", -0.006875025134915338], [""amount"", -0.45263734488942586]]"
TXN101436,1160,AC170093,2025-09-02 03:52:02,155181.29,1,3,1,0.99,1,"[[""hour"", -0.012654868272285532], [""amount"", -0.46006414190256595], [""hour"", -0.012654868272285532], [""amount"", -0.46006414190256595], [""amount"", -0.46006414190256595], [""hour"", -0.012654868272285532]]"
TXN101843,1161,AC101937,2025-08-10 17:47:33,171830.11,1,0,2,1.0,1,"[[""hour"", -0.00805697451838444], [""amount"", -0.47431750773083803], [""hour"", -0.00805697451838444], [""amount"", -0.47431750773083803], [""hour"", -0.00805697451838444], [""amount"", -0.47431750773083803]]"
TXN101118,1161,AC177585,2025-09-20 19:58:45,229113.39,1,3,1,1.0,1,"[[""hour"", -0.003554009873737219], [""amount"", -0.4799515276284016], [""hour"", -0.003554009873737219], [""amount"", -0.4799515276284016], [""hour"", -0.003554009873737219], [""amount"", -0.4799515276284016]]"
TXN100065,1162,AC165511,2025-08-10 21:16:47,43358.29,1,3,2,0.0,0,"[[""hour"", 0.013321975433613669], [""amount"", 0.46506664589687535], [""amount"", 0.46506664589687535], [""hour"", 0.013321975433613669], [""amount"", 0.46506664589687535], [""hour"", 0.013321975433613669]]"
TXN100429,1162,AC165791,2025-09-04 09:37:08,72190.88,1,2,0,0.005,0,"[[""amount"", 0.4767964757511806], [""hour"", 0.00820366816674199], [""amount"", 0.4767964757511806], [""hour"", 0.00820366816674199], [""amount"", 0.4767964757511806], [""hour"", 0.00820366816674199]]"
TXN101439,1162,AC156396,2025-09-05 00:47:42,219222.63,1,7,1,0.985,1,"[[""hour"", -0.012483873208253034], [""amount"", -0.45788439255421626], [""hour"", -0.012483873208253034], [""amount"", -0.45788439255421626], [""amount"", -0.45788439255421626], [""hour"", -0.012483873208253034]]"
TXN100873,1163,AC140120,2025-07-10 00:26:01,90100.25,1,1,2,0.015,0,"[[""amount"", 0.4657987283641411], [""hour"", -0.009671978520035368], [""hour"", -0.009671978520035368], [""amount"", 0.4657987283641411], [""amount"", 0.4657987283641411], [""hour"", -0.009671978520035368]]"
TXN101952,1163,AC193191,2025-09-24 13:51:05,178096.17,1,3,0,0.99,1,"[[""amount"", -0.46084276950688796], [""hour"", -0.0061592976664720965], [""hour"", -0.0061592976664720965], [""amount"", -0.46084276950688796], [""hour"", -0.0061592976664720965], [""amount"", -0.46084276950688796]]"
TXN101670,1164,AC193791,2025-07-02 10:50:20,161971.26,1,5,0,0.99,1,"[[""hour"", 0.0013683323371590384], [""amount"", -0.4581794871202828], [""amount"", -0.4581794871202828], [""hour"", 0.0013683323371590384], [""hour"", 0.0013683323371590384], [""amount"", -0.4581794871202828]]"
TXN100622,1164,AC127570,2025-07-22 03:24:45,135171.26,1,5,1,0.985,1,"[[""hour"", -0.014190331891136351], [""amount"", -0.44456654817567176], [""hour"", -0.014190331891136351], [""amount"", -0.44456654817567176], [""amount"", -0.44456654817567176], [""hour"", -0.014190331891136351]]"
TXN101659,1164,AC176476,2025-08-01 09:54:26,24112.51,1,5,1,0.02,0,"[[""amount"", 0.465111255899947], [""hour"", 0.01461935236772142], [""amount"", 0.465111255899947], [""hour"", 0.01461935236772142], [""amount"", 0.465111255899947], [""hour"", 0.01461935236772142]]"
TXN100075,1164,AC188692,2025-09-09 16:10:58,105727.2,1,5,0,0.9,1,"[[""hour"", 0.006061674264908542], [""amount"", -0.4348478122735318], [""amount"", -0.4348478122735318], [""hour"", 0.006061674264908542], [""amount"", -0.4348478122735318], [""hour"", 0.006061674264908542]]"
TXN100671,1165,AC140861,2025-09-11 13:43:37,225252.77,1,4,0,0.995,1,"[[""hour"", -0.006167466032416524], [""amount"", -0.4728202627272959], [""hour"", -0.006167466032416524], [""amount"", -0.4728202627272959], [""hour"", -0.006167466032416524], [""amount"", -0.4728202627272959]]"
TXN100259,1166,AC155698,2025-07-06 21:50:10,97181.52,1,6,0,0.035,0,"[[""amount"", 0.4340553542790781], [""hour"", 0.010311751686786524], [""amount"", 0.4340553542790781], [""hour"", 0.010311751686786524], [""amount"", 0.4340553542790781], [""hour"", 0.010311751686786524]]"
TXN100033,1166,AC180370,2025-07-13 13:54:19,231539.63,1,4,2,0.995,1,"[[""hour"", -0.007248655960872242], [""amount"", -0.4747617794785794], [""hour"", -0.007248655960872242], [""amount"", -0.4747617794785794], [""hour"", -0.007248655960872242], [""amount"", -0.4747617794785794]]"
TXN100338,1166,AC128119,2025-08-05 04:22:29,153946.87,1,1,0,1.0,1,"[[""hour"", -0.0060580957474595945], [""amount"", -0.48343104233469203], [""hour"", -0.0060580957474595945], [""amount"", -0.48343104233469203], [""amount"", -0.48343104233469203], [""hour"", -0.0060580957474595945]]"
TXN101495,1166,AC140528,2025-08-30 20:02:30,1174.36,0,5,2,0.015,0,"[[""amount"", 0.3917617482365285], [""hour"", 0.022572077719637797], [""amount"", 0.3917617482365285], [""hour"", 0.022572077719637797], [""amount"", 0.3917617482365285], [""hour"", 0.022572077719637797]]"
TXN101373,1167,AC170335,2025-08-02 09:28:26,224473.61,0,1,0,0.975,1,"[[""hour"", -0.005076522485571158], [""amount"", -0.4809272805607419], [""hour"", -0.005076522485571158], [""amount"", -0.4809272805607419], [""hour"", -0.005076522485571158], [""amount"", -0.4809272805607419]]"
TXN100780,1167,AC131164,2025-08-03 06:28:38,175727.36,1,5,2,1.0,1,"[[""hour"", -0.0018423163724040697], [""amount"", -0.4631739139178034], [""hour"", -0.0018423163724040697], [""amount"", -0.4631739139178034], [""hour"", -0.0018423163724040697], [""amount"", -0.4631739139178034]]"
TXN101711,1168,AC105836,2025-07-17 01:52:56,188680.51,1,7,2,1.0,1,"[[""hour"", -0.008815162969520514], [""amount"", -0.45745377472832854], [""hour"", -0.008815162969520514], [""amount"", -0.45745377472832854], [""hour"", -0.008815162969520514], [""amount"", -0.45745377472832854]]"
TXN100186,1168,AC172563,2025-08-02 13:29:44,51952.57,1,4,0,0.005,0,"[[""amount"", 0.4840152965163613], [""hour"", -0.00035284898270685833], [""hour"", -0.00035284898270685833], [""amount"", 0.4840152965163613], [""amount"", 0.4840152965163613], [""hour"", -0.00035284898270685833]]"
TXN100891,1168,AC194465,2025-08-14 08:32:35,93949.75,1,6,0,0.035,0,"[[""amount"", 0.45527044570018943], [""hour"", 0.009018355439361244], [""amount"", 0.45527044570018943], [""hour"", 0.009018355439361244], [""amount"", 0.45527044570018943], [""hour"", 0.009018355439361244]]"
TXN101050,1169,AC106721,2025-07-19 10:38:01,114423.29,1,4,2,1.0,1,"[[""amount"", -0.46303060480110847], [""hour"", -0.0018064840945647151], [""hour"", -0.0018064840945647151], [""amount"", -0.46303060480110847], [""hour"", -0.0018064840945647151], [""amount"", -0.46303060480110847]]"
TXN100180,1169,AC132388,2025-09-25 16:59:17,27625.97,1,1,0,0.0,0,"[[""amount"", 0.4794365747866845], [""hour"", 0.009487297142248744], [""amount"", 0.4794365747866845], [""hour"", 0.009487297142248744], [""amount"", 0.4794365747866845], [""hour"", 0.009487297142248744]]"
TXN101569,1170,AC169643,2025-09-22 20:52:32,153626.57,1,1,2,0.985,1,"[[""amount"", -0.4890805652810542], [""hour"", 0.011634220672596928], [""amount"", -0.4890805652810542], [""hour"", 0.011634220672596928], [""amount"", -0.4890805652810542], [""hour"", 0.011634220672596928]]"
TXN101129,1171,AC155861,2025-07-09 20:31:44,225937.89,1,1,0,0.99,1,"[[""hour"", 0.008926367775561177], [""amount"", -0.4791609900306202], [""amount"", -0.4791609900306202], [""hour"", 0.008926367775561177], [""hour"", 0.008926367775561177], [""amount"", -0.4791609900306202]]"
TXN100198,1171,AC122332,2025-09-22 05:30:07,19608.2,1,1,2,0.01,0,"[[""amount"", 0.4516068038124114], [""hour"", 0.013323405349943104], [""amount"", 0.4516068038124114], [""hour"", 0.013323405349943104], [""hour"", 0.013323405349943104], [""amount"", 0.4516068038124114]]"
TXN101827,1172,AC169163,2025-08-08 02:57:16,173888.92,1,7,0,0.995,1,"[[""hour"", -0.007260797350741867], [""amount"", -0.45905188703668465], [""hour"", -0.007260797350741867], [""amount"", -0.45905188703668465], [""hour"", -0.007260797350741867], [""amount"", -0.45905188703668465]]"
TXN101737,1172,AC108525,2025-09-09 01:59:51,51560.42,1,2,0,0.02,0,"[[""amount"", 0.47189052559633293], [""hour"", -0.012349673428220796], [""hour"", -0.012349673428220796], [""amount"", 0.47189052559633293], [""amount"", 0.47189052559633293], [""hour"", -0.012349673428220796]]"
TXN101188,1172,AC195404,2025-09-13 04:31:53,22357.72,1,2,0,0.02,0,"[[""amount"", 0.45282169222130475], [""hour"", 0.004760386335095581], [""amount"", 0.45282169222130475], [""hour"", 0.004760386335095581], [""amount"", 0.45282169222130475], [""hour"", 0.004760386335095581]]"
TXN100170,1173,AC130851,2025-07-19 10:36:49,54572.65,1,4,2,0.005,0,"[[""amount"", 0.4807677416657262], [""hour"", 0.0038213796728985353], [""amount"", 0.4807677416657262], [""hour"", 0.0038213796728985353], [""amount"", 0.4807677416657262], [""hour"", 0.0038213796728985353]]"
TXN100556,1173,AC154099,2025-07-31 07:50:35,215622.86,1,6,0,1.0,1,"[[""hour"", -0.002613595032622296], [""amount"", -0.4764912540477814], [""hour"", -0.002613595032622296], [""amount"", -0.4764912540477814], [""hour"", -0.002613595032622296], [""amount"", -0.4764912540477814]]"
TXN101344,1174,AC129195,2025-07-06 21:23:05,150703.34,1,3,0,0.975,1,"[[""hour"", 0.013998235927230089], [""amount"", -0.47933147910123247], [""amount"", -0.47933147910123247], [""hour"", 0.013998235927230089], [""hour"", 0.013998235927230089], [""amount"", -0.47933147910123247]]"
TXN100624,1174,AC101615,2025-09-06 21:50:28,55812.33,1,6,0,0.01,0,"[[""amount"", 0.47258861967332394], [""hour"", 0.005974592569918092], [""amount"", 0.47258861967332394], [""hour"", 0.005974592569918092], [""amount"", 0.47258861967332394], [""hour"", 0.005974592569918092]]"
TXN100694,1175,AC138884,2025-08-18 04:47:50,174310.44,0,7,2,0.96,1,"[[""hour"", -0.0063804462732953305], [""amount"", -0.4665147905947579], [""hour"", -0.0063804462732953305], [""amount"", -0.4665147905947579], [""amount"", -0.4665147905947579], [""hour"", -0.0063804462732953305]]"
TXN101306,1176,AC151747,2025-07-09 11:34:17,181083.81,0,0,0,0.995,1,"[[""hour"", -0.008433814081704205], [""amount"", -0.45611972810095835], [""hour"", -0.008433814081704205], [""amount"", -0.45611972810095835], [""hour"", -0.008433814081704205], [""amount"", -0.45611972810095835]]"
TXN101783,1176,AC134115,2025-08-07 02:50:01,27230.07,0,3,0,0.01,0,"[[""amount"", 0.45339598151445454], [""hour"", -0.011388640096971105], [""hour"", -0.011388640096971105], [""amount"", 0.45339598151445454], [""amount"", 0.45339598151445454], [""hour"", -0.011388640096971105]]"
TXN101062,1176,AC129866,2025-09-07 06:37:48,240366.01,1,3,0,0.98,1,"[[""hour"", -0.0020794164166304616], [""amount"", -0.4792417047142173], [""hour"", -0.0020794164166304616], [""amount"", -0.4792417047142173], [""hour"", -0.0020794164166304616], [""amount"", -0.4792417047142173]]"
TXN101624,1177,AC154682,2025-07-20 07:19:02,201284.35,1,6,1,1.0,1,"[[""hour"", -0.00684392830544969], [""amount"", -0.4719745596820422], [""hour"", -0.00684392830544969], [""amount"", -0.4719745596820422], [""hour"", -0.00684392830544969], [""amount"", -0.4719745596820422]]"
TXN100087,1177,AC105459,2025-07-22 04:23:42,94513.97,1,7,0,0.075,0,"[[""amount"", 0.4533320663118699], [""hour"", 0.002238524693914159], [""amount"", 0.4533320663118699], [""hour"", 0.002238524693914159], [""amount"", 0.4533320663118699], [""hour"", 0.002238524693914159]]"
TXN101779,1177,AC140118,2025-08-22 03:09:12,2115.8,1,2,1,0.085,0,"[[""amount"", 0.4235781949998267], [""hour"", -0.03330343895656986], [""hour"", -0.03330343895656986], [""amount"", 0.4235781949998267], [""amount"", 0.4235781949998267], [""hour"", -0.03330343895656986]]"
TXN101694,1177,AC194467,2025-09-08 23:10:23,19973.72,1,1,1,0.035,0,"[[""hour"", 0.002132548964899642], [""amount"", 0.41328690219209313], [""amount"", 0.41328690219209313], [""hour"", 0.002132548964899642], [""amount"", 0.41328690219209313], [""hour"", 0.002132548964899642]]"
TXN100610,1178,AC158850,2025-07-04 15:24:57,181684.01,1,0,1,1.0,1,"[[""hour"", -0.0045715820539675], [""amount"", -0.4710108780385926], [""hour"", -0.0045715820539675], [""amount"", -0.4710108780385926], [""hour"", -0.0045715820539675], [""amount"", -0.4710108780385926]]"
TXN100107,1179,AC118217,2025-07-30 19:36:31,37328.41,0,4,1,0.015,0,"[[""amount"", 0.4699365242867702], [""hour"", 0.008103277987239794], [""amount"", 0.4699365242867702], [""hour"", 0.008103277987239794], [""hour"", 0.008103277987239794], [""amount"", 0.4699365242867702]]"
TXN101459,1179,AC176246,2025-08-16 22:40:45,154116.89,1,3,2,1.0,1,"[[""hour"", -0.0005053724833763194], [""amount"", -0.47088923252916776], [""hour"", -0.0005053724833763194], [""amount"", -0.47088923252916776], [""hour"", -0.0005053724833763194], [""amount"", -0.47088923252916776]]"
TXN101867,1180,AC101070,2025-07-02 22:23:42,139849.0,1,6,0,0.995,1,"[[""hour"", 0.005540471007561831], [""amount"", -0.4631038347293707], [""amount"", -0.4631038347293707], [""hour"", 0.005540471007561831], [""hour"", 0.005540471007561831], [""amount"", -0.4631038347293707]]"
TXN100495,1180,AC110697,2025-08-16 00:19:01,64471.45,1,2,2,0.015,0,"[[""amount"", 0.4750814129107691], [""hour"", -0.011517867889908651], [""hour"", -0.011517867889908651], [""amount"", 0.4750814129107691], [""amount"", 0.4750814129107691], [""hour"", -0.011517867889908651]]"
TXN100149,1181,AC173541,2025-07-04 05:10:11,145903.28,1,5,2,1.0,1,"[[""hour"", 0.0001876793455930814], [""amount"", -0.46627043960163306], [""amount"", -0.46627043960163306], [""hour"", 0.0001876793455930814], [""hour"", 0.0001876793455930814], [""amount"", -0.46627043960163306]]"
TXN101924,1181,AC103709,2025-09-11 21:09:36,60691.83,1,3,1,0.015,0,"[[""amount"", 0.4672115198508152], [""hour"", 0.0033649637835211008], [""amount"", 0.4672115198508152], [""hour"", 0.0033649637835211008], [""amount"", 0.4672115198508152], [""hour"", 0.0033649637835211008]]"
TXN101943,1181,AC158552,2025-09-18 17:38:55,177103.72,1,2,1,1.0,1,"[[""hour"", -0.004659444411136982], [""amount"", -0.4807146295122962], [""hour"", -0.004659444411136982], [""amount"", -0.4807146295122962], [""hour"", -0.004659444411136982], [""amount"", -0.4807146295122962]]"
TXN101327,1182,AC163657,2025-08-19 13:23:38,33008.55,1,3,1,0.01,0,"[[""amount"", 0.4594814231455901], [""hour"", 0.002433467885497467], [""amount"", 0.4594814231455901], [""hour"", 0.002433467885497467], [""amount"", 0.4594814231455901], [""hour"", 0.002433467885497467]]"
TXN100049,1182,AC116743,2025-09-02 14:33:01,156456.33,1,2,2,0.99,1,"[[""hour"", -0.0028165236702485984], [""amount"", -0.4759018048605856], [""hour"", -0.0028165236702485984], [""amount"", -0.4759018048605856], [""amount"", -0.4759018048605856], [""hour"", -0.0028165236702485984]]"
TXN101816,1182,AC178916,2025-09-05 00:43:26,205807.17,1,2,1,0.995,1,"[[""hour"", -0.012985818268762949], [""amount"", -0.47174143409316743], [""hour"", -0.012985818268762949], [""amount"", -0.47174143409316743], [""hour"", -0.012985818268762949], [""amount"", -0.47174143409316743]]"
TXN101786,1184,AC161115,2025-08-06 09:13:34,188971.65,1,5,0,1.0,1,"[[""hour"", -0.0012073941322588236], [""amount"", -0.45816523319787067], [""hour"", -0.0012073941322588236], [""amount"", -0.45816523319787067], [""hour"", -0.0012073941322588236], [""amount"", -0.45816523319787067]]"
TXN100723,1184,AC195132,2025-09-05 14:31:10,155776.51,1,6,2,0.995,1,"[[""hour"", -0.00795371211460018], [""amount"", -0.45892265562688367], [""hour"", -0.00795371211460018], [""amount"", -0.45892265562688367], [""hour"", -0.00795371211460018], [""amount"", -0.45892265562688367]]"
TXN101718,1184,AC183458,2025-09-26 23:21:48,192564.4,1,4,0,0.99,1,"[[""hour"", -0.00017909384662695045], [""amount"", -0.4682880229409574], [""hour"", -0.00017909384662695045], [""amount"", -0.4682880229409574], [""hour"", -0.00017909384662695045], [""amount"", -0.4682880229409574]]"
TXN101672,1185,AC198874,2025-08-17 03:21:09,130983.41,1,2,2,0.995,1,"[[""hour"", -0.009668460040296346], [""amount"", -0.4691023062439956], [""hour"", -0.009668460040296346], [""amount"", -0.4691023062439956], [""hour"", -0.009668460040296346], [""amount"", -0.4691023062439956]]"
TXN101270,1185,AC165630,2025-08-25 14:26:36,205480.91,1,0,0,1.0,1,"[[""hour"", -0.003972587396387411], [""amount"", -0.4786967137204071], [""hour"", -0.003972587396387411], [""amount"", -0.4786967137204071], [""amount"", -0.4786967137204071], [""hour"", -0.003972587396387411]]"
TXN101279,1186,AC178802,2025-07-15 12:17:31,174019.61,1,7,2,0.985,1,"[[""hour"", -0.008712418667214849], [""amount"", -0.45973232342422804], [""hour"", -0.008712418667214849], [""amount"", -0.45973232342422804], [""amount"", -0.45973232342422804], [""hour"", -0.008712418667214849]]"
TXN101809,1186,AC183293,2025-07-19 01:25:52,55204.41,1,0,1,0.005,0,"[[""amount"", 0.47152634959387063], [""hour"", -0.007583246423878416], [""hour"", -0.007583246423878416], [""amount"", 0.47152634959387063], [""amount"", 0.47152634959387063], [""hour"", -0.007583246423878416]]"
TXN100550,1186,AC116794,2025-08-02 09:20:50,101991.48,1,5,1,0.98,1,"[[""hour"", -0.00390016442165619], [""amount"", -0.4231829966925997], [""hour"", -0.00390016442165619], [""amount"", -0.4231829966925997], [""hour"", -0.00390016442165619], [""amount"", -0.4231829966925997]]"
TXN100612,1186,AC172635,2025-08-09 13:42:48,14262.54,0,0,1,0.095,0,"[[""amount"", 0.4024398197174398], [""hour"", -0.00716338662352931], [""hour"", -0.00716338662352931], [""amount"", 0.4024398197174398], [""hour"", -0.00716338662352931], [""amount"", 0.4024398197174398]]"
TXN100392,1186,AC182487,2025-09-10 18:31:04,144413.08,1,1,1,0.99,1,"[[""hour"", -0.004149739660676772], [""amount"", -0.4716879031800077], [""hour"", -0.004149739660676772], [""amount"", -0.4716879031800077], [""hour"", -0.004149739660676772], [""amount"", -0.4716879031800077]]"
TXN100145,1187,AC138810,2025-07-11 05:11:36,64273.51,1,4,2,0.01,0,"[[""amount"", 0.48577682263539446], [""hour"", 0.005773897528415033], [""amount"", 0.48577682263539446], [""hour"", 0.005773897528415033], [""amount"", 0.48577682263539446], [""hour"", 0.005773897528415033]]"
TXN101776,1187,AC141055,2025-08-08 01:10:38,112721.36,1,5,2,0.975,1,"[[""hour"", -0.0063064740330494575], [""amount"", -0.44504515578346265], [""hour"", -0.0063064740330494575], [""amount"", -0.44504515578346265], [""hour"", -0.0063064740330494575], [""amount"", -0.44504515578346265]]"
TXN101325,1188,AC111860,2025-09-01 10:17:30,194065.28,1,3,1,1.0,1,"[[""hour"", -0.001702643070826367], [""amount"", -0.4817996343236082], [""hour"", -0.001702643070826367], [""amount"", -0.4817996343236082], [""hour"", -0.001702643070826367], [""amount"", -0.4817996343236082]]"
TXN101130,1191,AC174259,2025-08-11 07:51:31,137564.89,1,3,0,1.0,1,"[[""hour"", -0.004169774524981115], [""amount"", -0.47414333421144866], [""hour"", -0.004169774524981115], [""amount"", -0.47414333421144866], [""amount"", -0.47414333421144866], [""hour"", -0.004169774524981115]]"
TXN101592,1191,AC135521,2025-08-27 15:24:59,16465.11,0,2,2,0.055,0,"[[""amount"", 0.46031518163578794], [""hour"", 0.004595663032721196], [""amount"", 0.46031518163578794], [""hour"", 0.004595663032721196], [""hour"", 0.004595663032721196], [""amount"", 0.46031518163578794]]"
TXN101478,1192,AC168028,2025-08-07 03:17:51,22930.81,0,4,0,0.02,0,"[[""amount"", 0.47032800033976796], [""hour"", -0.004715732315946823], [""hour"", -0.004715732315946823], [""amount"", 0.47032800033976796], [""amount"", 0.47032800033976796], [""hour"", -0.004715732315946823]]"
TXN100728,1193,AC150842,2025-07-30 20:48:28,125512.1,1,0,0,0.99,1,"[[""amount"", -0.4724060868739538], [""hour"", 0.006497932769807826], [""amount"", -0.4724060868739538], [""hour"", 0.006497932769807826], [""hour"", 0.006497932769807826], [""amount"", -0.4724060868739538]]"
TXN100100,1193,AC157802,2025-08-23 05:43:41,73735.55,1,3,1,0.015,0,"[[""amount"", 0.4756119805140907], [""hour"", 0.007449982616464936], [""amount"", 0.4756119805140907], [""hour"", 0.007449982616464936], [""amount"", 0.4756119805140907], [""hour"", 0.007449982616464936]]"
TXN100001,1193,AC132175,2025-09-12 05:19:55,201378.82,1,0,0,0.995,1,"[[""hour"", 0.0012172698835049367], [""amount"", -0.48214271611344167], [""amount"", -0.48214271611344167], [""hour"", 0.0012172698835049367], [""hour"", 0.0012172698835049367], [""amount"", -0.48214271611344167]]"
TXN101392,1194,AC128112,2025-09-04 00:24:02,182528.66,1,4,0,0.995,1,"[[""hour"", -0.011120921844052504], [""amount"", -0.4717494174256246], [""hour"", -0.011120921844052504], [""amount"", -0.4717494174256246], [""amount"", -0.4717494174256246], [""hour"", -0.011120921844052504]]"
TXN100880,1194,AC173862,2025-09-22 07:30:41,8710.02,1,0,2,0.025,0,"[[""amount"", 0.43835625373961895], [""hour"", 0.009950900527207264], [""amount"", 0.43835625373961895], [""hour"", 0.009950900527207264], [""hour"", 0.009950900527207264], [""amount"", 0.43835625373961895]]"
TXN101978,1195,AC192731,2025-08-09 02:58:37,38101.77,1,2,0,0.025,0,"[[""amount"", 0.47601083605286376], [""hour"", -0.008419896781164182], [""hour"", -0.008419896781164182], [""amount"", 0.47601083605286376], [""amount"", 0.47601083605286376], [""hour"", -0.008419896781164182]]"
TXN100985,1195,AC172116,2025-08-19 10:54:36,108030.84,1,3,2,0.995,1,"[[""amount"", -0.4555031610115225], [""hour"", -0.004948157754867455], [""hour"", -0.004948157754867455], [""amount"", -0.4555031610115225], [""amount"", -0.4555031610115225], [""hour"", -0.004948157754867455]]"
TXN100295,1196,AC117595,2025-08-06 13:03:18,17193.51,1,6,1,0.035,0,"[[""amount"", 0.4642821471014714], [""hour"", 0.0005918516869993994], [""amount"", 0.4642821471014714], [""hour"", 0.0005918516869993994], [""hour"", 0.0005918516869993994], [""amount"", 0.4642821471014714]]"
TXN101888,1196,AC180468,2025-08-27 06:19:17,31636.44,1,1,2,0.025,0,"[[""amount"", 0.46522052560714183], [""hour"", 0.010279711104356007], [""amount"", 0.46522052560714183], [""hour"", 0.010279711104356007], [""hour"", 0.010279711104356007], [""amount"", 0.46522052560714183]]"
TXN101001,1196,AC174288,2025-09-21 19:56:24,93388.77,1,6,1,0.005,0,"[[""amount"", 0.4627253514363972], [""hour"", 0.008013900861475071], [""amount"", 0.4627253514363972], [""hour"", 0.008013900861475071], [""amount"", 0.4627253514363972], [""hour"", 0.008013900861475071]]"
TXN101852,1197,AC177843,2025-07-06 13:20:33,149233.21,0,2,1,0.995,1,"[[""hour"", -0.009224122102996233], [""amount"", -0.4596644755250336], [""hour"", -0.009224122102996233], [""amount"", -0.4596644755250336], [""hour"", -0.009224122102996233], [""amount"", -0.4596644755250336]]"
TXN101772,1197,AC189426,2025-07-29 22:57:14,23702.19,1,4,1,0.09,0,"[[""hour"", -0.02093395033855811], [""amount"", 0.44328144816999204], [""hour"", -0.02093395033855811], [""amount"", 0.44328144816999204], [""hour"", -0.02093395033855811], [""amount"", 0.44328144816999204]]"
TXN100944,1197,AC151182,2025-08-12 20:06:12,165405.36,1,6,1,1.0,1,"[[""hour"", -0.0008764899196989973], [""amount"", -0.4649759208217271], [""hour"", -0.0008764899196989973], [""amount"", -0.4649759208217271], [""amount"", -0.4649759208217271], [""hour"", -0.0008764899196989973]]"
TXN101224,1198,AC166212,2025-07-31 15:01:56,101166.54,1,5,1,0.965,1,"[[""hour"", -0.00642250272395436], [""amount"", -0.4038853230215995], [""hour"", -0.00642250272395436], [""amount"", -0.4038853230215995], [""hour"", -0.00642250272395436], [""amount"", -0.4038853230215995]]"
TXN101158,1199,AC170662,2025-07-29 18:49:31,152164.52,1,4,1,0.975,1,"[[""amount"", -0.47040670781020116], [""hour"", 0.0010104534070084043], [""amount"", -0.47040670781020116], [""hour"", 0.0010104534070084043], [""amount"", -0.47040670781020116], [""hour"", 0.0010104534070084043]]"
