txn_id,customer_id,account_id,txn_date,amount,txn_type,merchant_category,location,device
TXN100279,1788,AC138642,2025-08-30 02:50:39,241921.93,debit,Grocery,Lake Leahfort,mobile
TXN100280,1999,AC121347,2025-08-17 11:11:32,145450.84,debit,Travel,Chasechester,mobile
TXN100281,1774,AC171035,2025-08-14 18:25:49,44699.76,debit,Healthcare,Matthewton,pos
TXN100282,1879,AC147848,2025-08-09 15:35:19,111419.77,debit,Grocery,Franktown,pos
TXN100283,1951,AC141215,2025-08-07 23:27:38,53541.7,debit,Dining,Johnberg,pos
TXN100284,1436,AC187996,2025-07-21 05:15:17,55233.51,debit,Entertainment,Kaufmanview,web
TXN100285,1069,AC157236,2025-08-17 19:01:34,10048.95,debit,Salary,Annetteland,pos
TXN100286,1040,AC143128,2025-08-27 22:25:00,220118.37,credit,Travel,Brendaton,web
TXN100287,1505,AC143151,2025-07-20 23:10:08,220283.7,debit,Shopping,Anthonyside,web
TXN100288,1433,AC120853,2025-09-12 16:29:01,4145.35,debit,Shopping,Sanchezshire,mobile
TXN100289,1662,AC190309,2025-07-17 23:08:46,106118.61,debit,Dining,Lake Karen,pos
TXN100290,1138,AC129648,2025-08-05 09:38:59,89572.4,debit,Dining,Bishopmouth,web
TXN100291,1804,AC142052,2025-08-12 07:43:24,181156.35,debit,Utilities,Wilsontown,web
TXN100292,1318,AC181637,2025-09-25 23:49:56,72426.87,debit,Healthcare,Kellyview,mobile
TXN100293,1227,AC139055,2025-08-24 21:08:16,99991.09,debit,Entertainment,Lloydmouth,pos
TXN100294,1876,AC155109,2025-08-31 05:01:00,79169.24,debit,Healthcare,Allenmouth,web
TXN100295,1196,AC117595,2025-08-06 13:03:18,17193.51,debit,Travel,Lake Robert,pos
TXN100296,1975,AC164085,2025-09-23 02:57:17,88848.02,debit,Dining,Martinside,web
TXN100297,1646,AC197151,2025-09-15 21:22:06,185438.63,debit,Utilities,Rodriguezview,mobile
TXN100298,1497,AC199886,2025-09-04 20:06:42,225893.18,debit,Grocery,East Noah,mobile
TXN100299,1808,AC120568,2025-07-23 22:48:47,983.46,debit,Entertainment,North Ericstad,web
TXN100300,1912,AC106035,2025-09-06 04:33:55,190469.76,debit,Entertainment,Lake Thomaschester,mobile
TXN100301,1356,AC148558,2025-08-01 22:33:48,130749.11,debit,Shopping,Stevensonville,pos
TXN100302,1976,AC133741,2025-07-28 14:14:00,44703.95,debit,Salary,New Hector,mobile
TXN100303,1418,AC144997,2025-07-27 09:03:55,174560.43,debit,Shopping,West Arthurchester,mobile
TXN100304,1665,AC184373,2025-07-04 03:44:56,152294.4,debit,Shopping,South Stephanieton,pos
TXN100305,1336,AC138894,2025-09-19 21:43:03,240511.53,debit,Utilities,Port Richardside,mobile
TXN100306,1852,AC165363,2025-07-10 12:52:52,17812.09,debit,Utilities,New Jonathan,pos
TXN100307,1983,AC124983,2025-09-04 15:06:38,167099.01,debit,Shopping,Kevinport,pos
TXN100308,1983,AC143624,2025-09-06 09:47:10,53963.11,debit,Grocery,Port Angelaside,mobile
TXN100309,1880,AC172344,2025-09-07 23:22:21,84100.98,debit,Dining,Cordovaland,mobile
TXN100310,1753,AC154589,2025-08-09 02:59:35,47115.56,debit,Salary,Greerstad,mobile
TXN100311,1741,AC105697,2025-07-17 04:10:14,210938.36,credit,Utilities,Port Nathanhaven,mobile
TXN100312,1669,AC191828,2025-09-22 19:41:14,245289.24,credit,Utilities,West Susan,pos
TXN100313,1702,AC179657,2025-09-05 23:28:25,82762.52,debit,Travel,Garciastad,web
TXN100314,1928,AC173350,2025-09-06 00:53:53,188291.97,credit,Utilities,Nicholaston,mobile
TXN100315,1517,AC118427,2025-07-23 15:59:50,60777.5,debit,Dining,Sheilabury,web
TXN100316,1877,AC112077,2025-08-11 17:41:56,220362.88,debit,Utilities,Kellyfurt,mobile
TXN100317,1843,AC105982,2025-09-14 23:59:08,220872.82,debit,Travel,West Deborahtown,pos
TXN100318,1794,AC187918,2025-09-08 02:24:39,146897.24,debit,Dining,Ryanport,pos
TXN100319,1541,AC152904,2025-08-16 15:37:25,218962.06,debit,Travel,Port Steven,web
TXN100320,1121,AC199956,2025-08-26 22:42:30,201762.63,debit,Dining,Elizabethchester,pos
TXN100321,1543,AC158969,2025-08-02 16:43:53,65428.06,debit,Travel,Baileybury,pos
TXN100322,1962,AC138759,2025-07-06 20:43:01,240942.02,credit,Salary,Port Amandaport,mobile
TXN100323,1938,AC156065,2025-08-02 06:45:27,21221.99,debit,Travel,Josephborough,web
TXN100324,1615,AC131586,2025-09-01 17:22:34,8121.11,debit,Utilities,Carterton,mobile
TXN100325,1330,AC153756,2025-07-31 10:46:22,194487.05,debit,Entertainment,North Chadland,web
TXN100326,1001,AC120546,2025-07-31 04:59:19,196646.78,debit,Grocery,North Hannahtown,mobile
TXN100327,1236,AC135818,2025-08-10 18:40:42,169450.85,debit,Utilities,Christineport,web
TXN100328,1283,AC174142,2025-09-03 00:18:19,79550.37,credit,Travel,Nortonborough,mobile
TXN100329,1005,AC168630,2025-07-29 04:52:18,188941.63,debit,Grocery,Robinsonfort,pos
TXN100330,1231,AC107026,2025-07-28 08:08:35,83215.27,debit,Dining,North Amanda,pos
TXN100331,1667,AC131857,2025-07-04 11:29:27,4459.46,debit,Dining,Lawrenceside,mobile
TXN100332,1820,AC161105,2025-08-19 23:25:19,84434.75,debit,Salary,Jonesville,web
TXN100333,1098,AC153188,2025-09-02 18:08:20,121462.6,debit,Utilities,Larrybury,web
TXN100334,1094,AC135674,2025-08-21 22:42:20,161391.96,debit,Utilities,Pierceburgh,pos
TXN100335,1284,AC199185,2025-07-02 22:56:46,103194.59,debit,Travel,South Kenneth,mobile
TXN100336,1697,AC104764,2025-09-22 18:30:51,94550.92,credit,Healthcare,Martinport,pos
TXN100337,1886,AC147920,2025-08-15 20:22:51,144052.54,debit,Dining,Barajasland,mobile
TXN100338,1166,AC128119,2025-08-05 04:22:29,153946.87,debit,Entertainment,Sheppardfurt,mobile
TXN100339,1010,AC150776,2025-09-07 10:44:11,167798.2,credit,Entertainment,East Brian,pos
TXN100340,1411,AC104781,2025-09-15 16:39:36,196684.99,debit,Shopping,Aguirrefurt,web
TXN100341,1087,AC187307,2025-08-07 19:40:31,16498.08,debit,Entertainment,South Debraville,mobile
TXN100342,1808,AC124998,2025-07-31 17:03:48,19163.69,debit,Salary,Rodneyfort,pos
TXN100343,1313,AC154313,2025-07-10 02:11:03,68184.44,debit,Travel,Lopezburgh,pos
TXN100344,1713,AC110873,2025-07-21 16:41:55,236408.12,credit,Travel,Port Michaelview,mobile
TXN100345,1259,AC176736,2025-08-29 19:14:42,80386.58,debit,Entertainment,Edwardborough,pos
TXN100346,1587,AC155374,2025-09-23 09:39:17,28601.96,debit,Salary,Keithview,web
TXN100347,1916,AC187721,2025-08-13 23:35:33,208139.3,debit,Shopping,East Makayla,pos
TXN100348,1698,AC113396,2025-07-07 22:15:21,46066.62,debit,Utilities,Richardside,web
TXN100349,1268,AC145637,2025-07-26 09:29:27,156813.32,debit,Grocery,Sharonshire,web
TXN100350,1301,AC174681,2025-07-18 13:00:28,143917.67,credit,Utilities,Colemanmouth,web
TXN100351,1658,AC166884,2025-07-07 08:07:03,247018.07,debit,Dining,Hallhaven,pos
TXN100352,1342,AC110038,2025-07-27 20:28:32,181174.18,debit,Shopping,Currymouth,pos
TXN100353,1950,AC199070,2025-07-03 23:25:43,38586.29,credit,Entertainment,East Erik,pos
TXN100354,1219,AC187857,2025-09-18 15:17:05,11034.38,debit,Utilities,North Staceyview,pos
TXN100355,1020,AC172485,2025-08-30 00:57:25,177162.65,debit,Healthcare,Paynetown,web
TXN100356,1805,AC102982,2025-08-10 23:51:04,172168.15,debit,Healthcare,East Michelle,mobile
TXN100357,1871,AC164352,2025-09-05 07:15:47,128123.01,debit,Salary,Triciaport,pos
TXN100358,1470,AC119705,2025-09-20 16:48:27,192691.54,debit,Travel,Port Christinafort,mobile
TXN100359,1375,AC132579,2025-07-06 15:23:10,87655.81,debit,Grocery,Ryanville,web
TXN100360,1373,AC188419,2025-08-10 17:33:40,249345.79,debit,Utilities,West Brianside,pos
TXN100361,1726,AC104545,2025-09-15 07:02:02,54049.34,debit,Healthcare,West Susan,mobile
TXN100362,1206,AC171052,2025-08-10 17:23:34,14519.63,debit,Travel,Port Jeff,pos
TXN100363,1826,AC188202,2025-07-25 14:06:31,241466.75,debit,Utilities,Oliviaberg,mobile
TXN100364,1319,AC107846,2025-08-13 18:08:12,168392.99,debit,Shopping,Johnsonton,pos
TXN100365,1961,AC182743,2025-08-21 05:04:16,133209.28,credit,Healthcare,Julieborough,mobile
TXN100366,1284,AC177290,2025-09-22 15:39:30,52592.94,debit,Dining,Campbellhaven,pos
TXN100367,1789,AC147298,2025-07-08 10:37:26,114337.23,debit,Healthcare,New Matthewfort,pos
TXN100368,1326,AC108317,2025-09-04 12:20:25,175686.51,debit,Entertainment,Smithstad,pos
TXN100369,1255,AC108329,2025-09-25 12:24:21,171878.1,debit,Shopping,East Erin,pos
TXN100370,1385,AC199012,2025-08-02 10:52:21,83977.69,debit,Salary,Edwardsmouth,mobile
TXN100371,1718,AC190401,2025-08-07 07:36:31,76215.75,debit,Dining,South Robertchester,pos
TXN100372,1305,AC106034,2025-09-02 12:44:53,60777.32,debit,Salary,Adamburgh,mobile
TXN100373,1284,AC192025,2025-07-13 10:32:20,244208.59,debit,Grocery,Kramerhaven,web
TXN100374,1092,AC115924,2025-07-19 09:02:33,120759.63,debit,Salary,Michelleburgh,mobile
TXN100375,1528,AC152749,2025-09-07 22:23:54,74524.06,debit,Salary,Darylview,web
TXN100376,1757,AC198881,2025-09-04 16:59:27,197364.98,debit,Travel,Joshuaberg,pos
TXN100377,1614,AC191221,2025-08-02 03:08:25,65226.5,debit,Entertainment,Colliertown,pos
TXN100378,1506,AC167281,2025-09-06 14:52:20,6219.34,debit,Entertainment,Lake Shirleyburgh,pos
TXN100379,1263,AC170879,2025-09-07 08:32:52,124845.43,debit,Utilities,Port Ian,mobile
TXN100380,1136,AC179841,2025-08-25 10:18:51,76814.48,debit,Utilities,Danaview,pos
TXN100381,1767,AC138128,2025-07-13 18:46:10,227836.27,debit,Shopping,Strongborough,mobile
TXN100382,1257,AC199245,2025-07-03 17:04:12,165290.39,credit,Shopping,Nelsonfurt,pos
TXN100383,1712,AC177066,2025-09-19 00:09:45,243888.06,debit,Salary,New Glenntown,mobile
TXN100384,1357,AC155486,2025-08-25 04:23:24,238645.12,debit,Entertainment,South Ian,mobile
TXN100385,1226,AC131253,2025-07-04 08:22:36,144880.88,debit,Shopping,East Stephen,pos
TXN100386,1347,AC197540,2025-07-09 05:21:03,205167.97,debit,Salary,Gonzaleztown,pos
TXN100387,1126,AC191684,2025-08-21 07:38:57,171292.1,debit,Utilities,North Jill,web
TXN100388,1810,AC177445,2025-09-01 01:54:26,238928.96,debit,Utilities,West Michael,web
TXN100389,1114,AC102167,2025-09-07 18:17:24,142226.45,debit,Salary,Port Dennisview,mobile
TXN100390,1108,AC167741,2025-09-25 12:45:39,245306.49,debit,Grocery,Jefferymouth,pos
TXN100391,1882,AC177775,2025-08-11 00:49:07,194882.6,credit,Shopping,New Eduardo,pos
TXN100392,1186,AC182487,2025-09-10 18:31:04,144413.08,debit,Entertainment,Amberberg,pos
TXN100393,1388,AC190107,2025-07-03 03:35:28,78975.65,debit,Travel,South Hannahstad,web
TXN100394,1857,AC167823,2025-09-25 07:20:11,100496.32,debit,Grocery,Port Gabrielle,mobile
TXN100395,1385,AC195323,2025-09-07 15:17:10,12193.61,credit,Grocery,North Jesse,pos
TXN100396,1800,AC135027,2025-07-09 23:02:05,237927.16,debit,Salary,Andersonburgh,pos
TXN100397,1917,AC182946,2025-07-27 13:49:23,26958.95,credit,Utilities,New Coreychester,web
TXN100398,1089,AC182386,2025-07-08 21:37:29,13033.1,debit,Entertainment,Matthewtown,web
TXN100399,1276,AC140503,2025-09-12 20:24:29,158783.68,debit,Dining,Russellton,web
TXN100400,1041,AC186865,2025-07-06 15:31:24,104158.2,debit,Entertainment,Blakeberg,mobile
TXN100401,1022,AC173017,2025-09-01 19:32:13,89813.89,debit,Healthcare,Munozland,web
TXN100402,1928,AC188863,2025-08-31 08:57:32,107503.37,debit,Grocery,West Carlosborough,pos
TXN100403,1929,AC154954,2025-09-15 07:30:00,18623.93,credit,Utilities,North Stephaniechester,web
TXN100404,1896,AC142442,2025-09-10 11:18:00,43504.8,debit,Utilities,West Kimberlyland,pos
TXN100405,1318,AC179448,2025-08-17 20:16:52,85061.67,debit,Entertainment,Molinashire,pos
TXN100406,1936,AC124127,2025-08-01 11:32:38,243926.7,debit,Dining,North Riley,web
TXN100407,1091,AC135812,2025-09-04 10:03:23,105437.45,debit,Entertainment,Owensshire,web
TXN100408,1661,AC176648,2025-09-03 17:53:48,110479.08,debit,Healthcare,Port Amandaland,pos
TXN100409,1436,AC184339,2025-07-24 05:58:15,47580.03,debit,Entertainment,Josephborough,web
TXN100410,1539,AC177789,2025-09-21 00:24:28,231805.22,debit,Salary,West Jeffreyborough,pos
TXN100411,1989,AC149884,2025-07-16 22:19:08,10318.07,debit,Travel,Isabelfurt,mobile
TXN100412,1441,AC145339,2025-09-27 06:42:45,249758.23,credit,Grocery,Port Sandraland,pos
TXN100413,1155,AC181659,2025-08-25 08:10:20,33341.73,debit,Healthcare,South Jessicastad,web
TXN100414,1883,AC131427,2025-07-06 10:45:08,175152.82,debit,Salary,North Patrick,mobile
TXN100415,1791,AC140457,2025-08-27 00:13:04,178766.16,debit,Travel,Lake Brittneyview,web
TXN100416,1837,AC195955,2025-08-29 17:09:05,225587.22,debit,Grocery,Williamsshire,mobile
TXN100417,1964,AC197085,2025-09-25 08:04:42,26251.22,debit,Salary,South John,web
TXN100418,1750,AC117387,2025-07-22 14:27:14,18008.3,debit,Salary,Annaville,pos
TXN100419,1029,AC189067,2025-08-23 05:44:56,2491.17,debit,Utilities,Rachelburgh,pos
TXN100420,1229,AC142056,2025-09-07 22:16:35,65320.5,debit,Entertainment,Dianaburgh,pos
TXN100421,1966,AC176472,2025-07-30 08:55:00,4548.33,debit,Salary,East Bryanburgh,pos
TXN100422,1845,AC178207,2025-09-09 05:56:46,47285.4,debit,Grocery,Lake Ashley,web
TXN100423,1798,AC182988,2025-07-21 20:06:28,135474.47,credit,Healthcare,Toddton,web
TXN100424,1339,AC121175,2025-07-08 05:43:00,188000.16,credit,Dining,Pittmanport,mobile
TXN100425,1277,AC114786,2025-08-26 13:28:31,191773.35,debit,Grocery,Hobury,web
TXN100426,1780,AC120450,2025-07-20 02:18:09,27223.09,debit,Travel,Greenport,mobile
TXN100427,1804,AC115866,2025-07-29 17:32:07,135014.84,debit,Dining,South Brandonmouth,pos
TXN100428,1057,AC165441,2025-08-25 23:26:09,170488.45,debit,Healthcare,Christensenborough,mobile
TXN100429,1162,AC165791,2025-09-04 09:37:08,72190.88,debit,Grocery,South Brent,mobile
TXN100430,1213,AC190596,2025-08-08 06:19:35,55006.97,debit,Healthcare,Atkinstown,pos
TXN100431,1148,AC160840,2025-07-04 01:14:17,191058.54,credit,Travel,New Jeanville,web
TXN100432,1715,AC199399,2025-09-10 03:46:07,191295.37,debit,Utilities,West Karenchester,pos
TXN100433,1282,AC105472,2025-07-04 02:05:49,26601.97,debit,Travel,North Jenniferside,mobile
TXN100434,1552,AC149828,2025-08-08 03:05:43,175586.04,debit,Healthcare,East Barbara,mobile
TXN100435,1502,AC151905,2025-07-19 06:47:02,85203.53,debit,Shopping,Jonathanside,mobile
TXN100436,1339,AC123651,2025-07-30 08:55:56,61507.8,debit,Travel,Lake Johnny,web
TXN100437,1316,AC177716,2025-08-27 10:19:09,151457.19,debit,Travel,Taylormouth,web
TXN100438,1734,AC156443,2025-07-01 06:48:07,66480.41,debit,Healthcare,North Brian,pos
TXN100439,1792,AC118418,2025-07-04 02:10:46,151002.46,debit,Utilities,Wallacehaven,mobile
TXN100440,1950,AC110233,2025-09-28 17:27:34,114147.1,debit,Entertainment,West Lindaport,web
TXN100441,1730,AC149601,2025-08-10 13:13:13,9070.72,debit,Utilities,North Christopherfort,web
TXN100442,1247,AC145573,2025-09-10 04:07:53,163714.18,debit,Dining,Oliverberg,web
TXN100443,1358,AC131897,2025-09-19 17:43:04,192926.24,debit,Entertainment,Lake Jessica,mobile
TXN100444,1879,AC174137,2025-07-13 03:28:49,40896.28,debit,Entertainment,Mistymouth,mobile
TXN100445,1627,AC131357,2025-08-29 13:07:37,160744.92,debit,Dining,East Allison,web
TXN100446,1609,AC169938,2025-08-15 00:47:15,4745.2,debit,Utilities,Michelleport,pos
TXN100447,1462,AC124144,2025-07-31 17:32:27,109932.12,debit,Dining,North Jennifermouth,pos
TXN100448,1130,AC143805,2025-07-21 12:59:12,101924.3,credit,Utilities,New Faith,pos
TXN100449,1590,AC198736,2025-07-16 02:01:54,200375.42,debit,Dining,Lopezstad,mobile
TXN100450,1403,AC109062,2025-08-17 07:33:17,179547.07,credit,Shopping,Chandlerport,pos
TXN100451,1350,AC103810,2025-07-18 10:47:57,50128.11,debit,Travel,West Elizabeth,pos
TXN100452,1580,AC146614,2025-07-06 14:27:35,99427.73,debit,Healthcare,Lindsaytown,web
TXN100453,1301,AC133505,2025-08-13 00:06:23,1707.91,credit,Entertainment,Lake Michelle,web
TXN100454,1904,AC167989,2025-07-03 20:12:59,98504.88,debit,Salary,Batesberg,web
TXN100455,1775,AC105523,2025-07-26 11:44:23,183824.27,debit,Travel,Kerrton,pos
TXN100456,1522,AC192581,2025-09-02 01:44:46,193404.27,debit,Grocery,Lake Anthonyborough,web
TXN100457,1073,AC199077,2025-09-09 16:47:28,25146.08,debit,Healthcare,Jamesmouth,pos
TXN100458,1455,AC135414,2025-09-02 03:35:24,49510.61,debit,Salary,West Roberthaven,pos
TXN100459,1778,AC104200,2025-08-04 01:48:50,175627.27,debit,Dining,South Juliestad,pos
TXN100460,1830,AC156228,2025-08-09 00:21:28,86076.68,credit,Entertainment,Wolfeside,web
TXN100461,1955,AC114377,2025-09-24 12:01:23,141072.7,debit,Shopping,Sampsonbury,pos
TXN100462,1109,AC102530,2025-08-02 13:24:32,77078.48,debit,Travel,North Janet,mobile
TXN100463,1918,AC196451,2025-09-17 18:47:46,142327.3,credit,Grocery,Simmonsfurt,pos
TXN100464,1562,AC146978,2025-09-05 17:12:25,129808.78,debit,Salary,Briggsland,pos
TXN100465,1313,AC100872,2025-07-19 01:30:42,220068.45,debit,Shopping,Port Laura,web
TXN100466,1084,AC171311,2025-09-24 23:43:33,221231.51,debit,Dining,West Thomasbury,web
TXN100467,1808,AC174274,2025-09-09 13:06:15,63106.85,credit,Dining,East Jennifer,web
TXN100468,1866,AC158871,2025-09-28 02:10:50,194654.06,debit,Travel,South Gary,web
TXN100469,1242,AC108350,2025-09-11 19:55:02,25281.71,debit,Salary,Garciaville,web
TXN100470,1580,AC171186,2025-07-06 09:01:23,212666.18,debit,Shopping,New Michaelmouth,pos
TXN100471,1688,AC144775,2025-09-09 04:48:06,226125.15,debit,Shopping,Hollandhaven,mobile
TXN100472,1637,AC173305,2025-08-19 04:32:38,80435.62,credit,Dining,East Michaelburgh,mobile
TXN100473,1575,AC179743,2025-08-21 12:43:39,56564.5,debit,Salary,Suzanneberg,pos
TXN100474,1528,AC170075,2025-07-11 05:07:44,39020.97,credit,Travel,Davidfort,mobile
TXN100475,1998,AC188328,2025-07-11 23:12:17,84871.76,debit,Dining,Vincentland,mobile
TXN100476,1375,AC114206,2025-09-07 23:37:06,24625.56,debit,Grocery,Michaelburgh,pos
TXN100477,1449,AC100882,2025-07-05 14:20:41,85498.52,debit,Entertainment,Avilaberg,pos
TXN100478,1209,AC188339,2025-07-20 08:00:27,56522.88,debit,Grocery,Port Susan,mobile
TXN100479,1566,AC199132,2025-07-15 14:43:52,160681.8,debit,Entertainment,Markhaven,pos
TXN100480,1857,AC176783,2025-07-02 17:45:32,162284.87,debit,Travel,Smithmouth,mobile
TXN100481,1706,AC112731,2025-09-24 04:48:05,164476.42,debit,Utilities,Rodriguezport,web
TXN100482,1816,AC139306,2025-08-29 04:45:26,50949.17,debit,Salary,East Rickymouth,mobile
TXN100483,1842,AC131452,2025-07-27 15:20:14,152163.56,credit,Shopping,Margaretmouth,web
TXN100484,1546,AC189964,2025-07-20 10:25:39,49632.42,debit,Shopping,South Mitchellbury,mobile
TXN100485,1449,AC144221,2025-09-23 03:31:03,211583.97,credit,Healthcare,Garciaburgh,pos
TXN100486,1882,AC197517,2025-08-29 20:07:19,22115.43,debit,Entertainment,Reidton,pos
TXN100487,1353,AC145447,2025-08-06 20:35:29,151137.05,debit,Utilities,West Jasonton,pos
TXN100488,1204,AC144542,2025-08-24 07:54:01,175930.87,debit,Dining,Kathrynberg,pos
TXN100489,1051,AC126848,2025-08-07 01:40:09,233965.6,credit,Salary,Hoovertown,web
TXN100490,1700,AC188234,2025-07-14 20:49:21,65913.28,debit,Grocery,Wagnertown,mobile
TXN100491,1808,AC194256,2025-07-13 15:52:27,374.36,credit,Shopping,New Anita,mobile
TXN100492,1675,AC134228,2025-08-18 17:52:04,54803.69,debit,Entertainment,Ricechester,mobile
TXN100493,1409,AC183562,2025-07-14 05:48:39,151598.64,debit,Shopping,Washingtonstad,pos
TXN100494,1814,AC124328,2025-08-18 05:10:02,164110.04,debit,Salary,Joshualand,web
TXN100495,1180,AC110697,2025-08-16 00:19:01,64471.45,debit,Grocery,Martinezhaven,web
TXN100496,1464,AC113109,2025-07-18 19:38:45,19428.97,debit,Dining,Vaughanburgh,web
TXN100497,1377,AC120769,2025-09-25 18:29:09,95153.84,debit,Grocery,Jonathanhaven,web
TXN100498,1315,AC119293,2025-08-07 20:45:47,170366.3,debit,Healthcare,East Bridgetton,web
TXN100499,1820,AC102384,2025-09-22 10:51:36,28730.57,debit,Healthcare,North Anthony,pos
TXN100500,1222,AC149283,2025-08-11 08:41:52,25069.4,credit,Dining,East Elizabethburgh,web
TXN100501,1686,AC114799,2025-07-31 02:09:58,36023.16,debit,Shopping,Dennisport,pos
TXN100502,1547,AC199464,2025-07-19 15:20:04,117483.16,debit,Utilities,Walkerfort,web
TXN100503,1712,AC102412,2025-08-18 23:28:12,8409.2,debit,Entertainment,Mooneyhaven,web
TXN100504,1297,AC105785,2025-07-06 16:24:14,37974.64,debit,Utilities,Robertburgh,mobile
TXN100505,1983,AC101973,2025-09-16 20:07:40,83259.05,debit,Grocery,Leeshire,web
TXN100506,1148,AC145924,2025-08-21 13:18:42,70818.98,debit,Shopping,Lake Donaldview,mobile
TXN100507,1829,AC146986,2025-07-25 20:23:37,95052.71,debit,Salary,South Alexanderberg,web
TXN100508,1016,AC172585,2025-09-08 22:29:41,142893.75,debit,Salary,South Amyshire,pos
TXN100509,1830,AC156271,2025-08-03 16:40:24,249915.4,debit,Shopping,Davishaven,mobile
TXN100510,1898,AC196879,2025-08-13 10:37:10,41767.5,debit,Entertainment,North Angela,pos
TXN100511,1875,AC170059,2025-09-11 04:29:23,51629.12,debit,Travel,East Javierport,pos
TXN100512,1083,AC150691,2025-09-07 19:07:26,203544.01,debit,Entertainment,West Kariside,pos
TXN100513,1863,AC109202,2025-07-20 12:54:22,75504.96,debit,Salary,Vanessastad,mobile
TXN100514,1310,AC143754,2025-09-09 13:30:49,54145.64,debit,Shopping,Lake Stephen,pos
TXN100515,1856,AC122971,2025-08-27 19:30:07,221327.8,debit,Salary,North Latoyaport,web
TXN100516,1576,AC109294,2025-09-26 00:06:46,67480.32,debit,Travel,North Frederickburgh,mobile
TXN100517,1609,AC196830,2025-07-02 17:43:36,220282.44,credit,Entertainment,Port Davidshire,mobile
TXN100518,1921,AC164092,2025-08-04 22:58:05,77103.71,debit,Healthcare,Jamesmouth,pos
TXN100519,1315,AC152625,2025-07-23 09:49:58,241917.88,debit,Travel,Lake Jenniferview,web
TXN100520,1578,AC139480,2025-09-10 03:07:59,50834.21,debit,Healthcare,West Raymond,pos
TXN100521,1292,AC172371,2025-07-18 07:57:13,167389.43,debit,Entertainment,Traviston,mobile
TXN100522,1540,AC165649,2025-07-13 02:04:04,232495.89,debit,Utilities,North Deborah,mobile
TXN100523,1596,AC121872,2025-09-07 04:06:49,10164.99,debit,Utilities,Lake Victor,web
TXN100524,1396,AC187702,2025-09-08 01:19:17,18853.97,debit,Healthcare,Hortonberg,web
TXN100525,1444,AC161940,2025-07-24 13:57:02,195286.22,debit,Shopping,Timothyberg,web
TXN100526,1406,AC124493,2025-09-21 19:46:01,149867.66,debit,Healthcare,Edwardsfurt,mobile
TXN100527,1235,AC103537,2025-09-24 22:38:58,69387.9,debit,Dining,Port Kenneth,pos
TXN100528,1098,AC126062,2025-08-01 06:29:17,16607.45,debit,Dining,New Karen,mobile
TXN100529,1667,AC113026,2025-08-30 10:03:56,104492.95,debit,Utilities,Forbesborough,mobile
TXN100530,1014,AC149086,2025-09-18 01:42:06,144337.85,debit,Entertainment,North Vincent,mobile
TXN100531,1884,AC129263,2025-08-01 10:39:12,48778.64,debit,Shopping,Nicoletown,mobile
TXN100532,1889,AC101126,2025-07-12 09:04:53,233289.17,debit,Travel,Castroville,mobile
TXN100533,1301,AC137218,2025-08-11 10:41:25,183875.47,debit,Travel,Lake Angelica,web
TXN100534,1760,AC185484,2025-07-11 04:56:59,154549.09,debit,Salary,Andersonshire,pos
TXN100535,1215,AC119585,2025-07-13 16:12:23,194055.44,debit,Salary,South Anne,mobile
TXN100536,1109,AC189913,2025-08-02 02:53:28,226130.2,debit,Healthcare,Maynardshire,mobile
TXN100537,1239,AC105432,2025-08-26 06:11:43,166249.34,debit,Travel,South Vanessa,mobile
TXN100538,1008,AC126703,2025-07-07 14:11:40,71789.43,credit,Shopping,New Sarah,web
TXN100539,1909,AC124296,2025-08-27 04:17:30,51461.71,debit,Utilities,Jacobtown,mobile
TXN100540,1975,AC136662,2025-09-07 04:14:55,7716.44,debit,Travel,South Joseph,mobile
TXN100541,1122,AC197179,2025-07-25 18:26:12,154364.25,debit,Utilities,New Juliefurt,pos
TXN100542,1393,AC129942,2025-09-02 16:56:21,104221.08,debit,Entertainment,Caitlinberg,web
TXN100543,1513,AC171512,2025-08-07 19:18:19,216503.75,credit,Shopping,Elizabethview,pos
TXN100544,1880,AC199166,2025-07-28 09:46:56,153517.29,debit,Utilities,Kristinhaven,pos
TXN100545,1687,AC134063,2025-07-24 12:50:55,233593.36,credit,Entertainment,Port Jenna,pos
TXN100546,1579,AC114211,2025-07-02 15:25:56,112190.18,credit,Utilities,New Elizabeth,pos
TXN100547,1611,AC168925,2025-09-07 02:20:05,75898.66,debit,Grocery,New Laurenmouth,pos
TXN100548,1732,AC142896,2025-09-18 01:56:32,137487.58,debit,Dining,East Gary,web
TXN100549,1909,AC171041,2025-07-13 07:28:21,225307.84,debit,Salary,Millsland,mobile
TXN100550,1186,AC116794,2025-08-02 09:20:50,101991.48,debit,Shopping,Gonzalezfort,pos
TXN100551,1528,AC104542,2025-07-08 21:31:50,57215.17,debit,Grocery,Jillport,mobile
TXN100552,1819,AC189295,2025-09-17 13:25:31,192353.8,debit,Utilities,North Robertside,pos
TXN100553,1547,AC133879,2025-07-02 10:45:57,12514.1,debit,Healthcare,East Katherinefort,pos
TXN100554,1667,AC111932,2025-09-01 02:41:02,3750.1,debit,Entertainment,West Guychester,pos
TXN100555,1254,AC104688,2025-09-23 06:36:51,46299.18,debit,Dining,Kelseymouth,web
TXN100556,1173,AC154099,2025-07-31 07:50:35,215622.86,debit,Travel,Port Stacy,mobile
TXN100557,1222,AC176735,2025-08-02 21:29:40,146425.66,debit,Salary,Hillborough,mobile
